Indigo Taxonomy ID,Indigo Taxonomy,Google Taxonomy,
828850-528231-528258-529695-530761,Books > Art and Architecture > Photography > Pictorials > Architectural and Industrial,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530762,Books > Art and Architecture > Photography > Pictorials > Collections__ Catalogues and Exhibitions,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530763,Books > Art and Architecture > Photography > Pictorials > Commercial,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530764,Books > Art and Architecture > Photography > Pictorials > Essays,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530765,Books > Art and Architecture > Photography > Pictorials > Fashion,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530766,Books > Art and Architecture > Photography > Pictorials > History,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530767,Books > Art and Architecture > Photography > Pictorials > Nature and Wildlife,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530768,Books > Art and Architecture > Photography > Pictorials > Photo Essays,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530769,Books > Art and Architecture > Photography > Pictorials > Photojournalism,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530770,Books > Art and Architecture > Photography > Pictorials > Portraits,Media > Books > Non-Fiction > Photography Books,
828850-528231-528258-529695-530771,Books > Art and Architecture > Photography > Pictorials > Travel,Media > Books > Non-Fiction > Photography Books,
828850-528233,Books > Biography and Memoir,Media > Books > Non-Fiction > Biographies,
828850-528233-528266,Books > Biography and Memoir > Artists__ Architects and Photographers,Media > Books > Non-Fiction > Biographies,
828850-528233-528267,Books > Biography and Memoir > Business,Media > Books > Non-Fiction > Biographies,
828850-528233-528268,Books > Biography and Memoir > Composers and Musicians,Media > Books > Non-Fiction > Biographies,
828850-528233-528269,Books > Biography and Memoir > Entertainment and Performing Arts,Media > Books > Non-Fiction > Biographies,
828850-528233-528270,Books > Biography and Memoir > Historical,Media > Books > Non-Fiction > Biographies,
828850-528233-528271,Books > Biography and Memoir > Literary,Media > Books > Non-Fiction > Biographies,
828850-528233-528272,Books > Biography and Memoir > People of Colour,Media > Books > Non-Fiction > Biographies,
828850-528233-528273,Books > Biography and Memoir > Philosophers,Media > Books > Non-Fiction > Biographies,
828850-528233-528274,Books > Biography and Memoir > Political,Media > Books > Non-Fiction > Biographies,
828850-528233-528275,Books > Biography and Memoir > Reference,Media > Books > Non-Fiction > Biographies,
828850-528233-528276,Books > Biography and Memoir > Religious,Media > Books > Non-Fiction > Biographies,
828850-528233-528277,Books > Biography and Memoir > Royalty,Media > Books > Non-Fiction > Biographies,
828850-528233-528278,Books > Biography and Memoir > Sports,Media > Books > Non-Fiction > Biographies,
828850-528234,Books > Business and Finance,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447,Books > Business and Finance > Accounting,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447-529778,Books > Business and Finance > Accounting > Auditing,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447-529779,Books > Business and Finance > Accounting > Bookkeeping,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447-529780,Books > Business and Finance > Accounting > Budgeting,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447-529781,Books > Business and Finance > Accounting > Financial,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447-529782,Books > Business and Finance > Accounting > Governmental,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447-529783,Books > Business and Finance > Accounting > International,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447-529784,Books > Business and Finance > Accounting > Management,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528447-529785,Books > Business and Finance > Accounting > Taxation,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448,Books > Business and Finance > Business Reference,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529786,Books > Business and Finance > Business Reference > Business Communication,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529787,Books > Business and Finance > Business Reference > Business Ethics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529788,Books > Business and Finance > Business Reference > Business Etiquette,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529789,Books > Business and Finance > Business Reference > Business Law,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529790,Books > Business and Finance > Business Reference > Business Writing,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529791,Books > Business and Finance > Business Reference > Corporate History,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529792,Books > Business and Finance > Business Reference > Education,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529793,Books > Business and Finance > Business Reference > Government and Business,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529794,Books > Business and Finance > Business Reference > Infrastructure,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528448-529795,Books > Business and Finance > Business Reference > Secretarial Aids and Training,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449,Books > Business and Finance > Career Planning and Job Hunting,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449-529796,Books > Business and Finance > Career Planning and Job Hunting > Careers,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449-529797,Books > Business and Finance > Career Planning and Job Hunting > Consulting,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449-529798,Books > Business and Finance > Career Planning and Job Hunting > Entrepreneurship,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449-529799,Books > Business and Finance > Career Planning and Job Hunting > Home Based Businesses,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449-529800,Books > Business and Finance > Career Planning and Job Hunting > Job Hunting,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449-529801,Books > Business and Finance > Career Planning and Job Hunting > Labor,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449-529802,Books > Business and Finance > Career Planning and Job Hunting > Resumes,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528449-529803,Books > Business and Finance > Career Planning and Job Hunting > Small Business,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279,Books > Business and Finance > Economics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529804,Books > Business and Finance > Economics > Comparative Economics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529805,Books > Business and Finance > Economics > Consolidation and Merger,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529806,Books > Business and Finance > Economics > Development and Growth,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529807,Books > Business and Finance > Economics > Econometrics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529808,Books > Business and Finance > Economics > Economic Conditions,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529809,Books > Business and Finance > Economics > Economic Development,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529810,Books > Business and Finance > Economics > Economic History,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529811,Books > Business and Finance > Economics > Exports and Imports,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529812,Books > Business and Finance > Economics > Foreign Exchange,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529813,Books > Business and Finance > Economics > Free Enterprise,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529814,Books > Business and Finance > Economics > Inflation,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529815,Books > Business and Finance > Economics > International,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529816,Books > Business and Finance > Economics > International Economics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529817,Books > Business and Finance > Economics > Macroeconomics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529818,Books > Business and Finance > Economics > Microeconomics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529819,Books > Business and Finance > Economics > Money and Monetary Policy,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529820,Books > Business and Finance > Economics > Planning and Forcasting,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529821,Books > Business and Finance > Economics > Public Finance,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529822,Books > Business and Finance > Economics > Statistics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529823,Books > Business and Finance > Economics > Sustainable Development,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529824,Books > Business and Finance > Economics > Theory of Economics,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528279-529825,Books > Business and Finance > Economics > Urban and Regional,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528450,Books > Business and Finance > Entrepreneurship and Small Business,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528450-529827,Books > Business and Finance > Entrepreneurship and Small Business > Entrepreneurship,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528450-529830,Books > Business and Finance > Entrepreneurship and Small Business > New Business Enterprises,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451,Books > Business and Finance > Finance and Investing,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451-529832,Books > Business and Finance > Finance and Investing > Banks and Banking,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451-529833,Books > Business and Finance > Finance and Investing > Commodities,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451-529834,Books > Business and Finance > Finance and Investing > Corporate Finance,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451-529835,Books > Business and Finance > Finance and Investing > Finance,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451-529837,Books > Business and Finance > Finance and Investing > Interest,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451-529838,Books > Business and Finance > Finance and Investing > Investments and Securities,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451-529839,Books > Business and Finance > Finance and Investing > Real Estate,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528451-529840,Books > Business and Finance > Finance and Investing > Taxation,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528280,Books > Business and Finance > Human Resources and Personnel Management,Media > Books > Non-Fiction > Business & Economics Books,
828850-528234-528280-529841,Books > Business and Finance > Human Resources and Personnel Management > Organizational Behavior,Media > Books > Non-Fiction > Business & Economics Books,
